id,company,address,city,lat,lng,decision_maker,title,phone,email,capacity_kw,cost_eur,image,source,state,notes,last_contact,industry
126,Cesis Furniture,"Cesis, Latvia",Cesis,57.34005,25.30978,Gints Vitols,Operations Manager,+371 68770445,cesis.furniture@company.lv,1181.25,826875,docs/images/Cesis_Furniture_sat.jpg,generated,cold,,,
127,Daugavpils Machinery,"Daugavpils, Latvia",Daugavpils,55.84896,26.46693,Gints Berzins,Operations Manager,+371 64511370,daugavpils.machinery@company.lv,1181.25,826875,docs/images/Daugavpils_Machinery_sat.jpg,generated,cold,,,
128,Jelgava Electronics,"Jelgava, Latvia",Jelgava,56.6925,23.71023,Peteris Kalns,CEO,+371 62968285,jelgava.electronics@company.lv,1181.25,826875,docs/images/Jelgava_Electronics_sat.jpg,generated,cold,,,
129,Kekava Food,"Kekava, Latvia",Kekava,56.82409,24.25108,Valdis Vitols,Owner,+371 62774255,kekava.food@company.lv,3146.5,2202550,docs/images/Kekava_Food_sat.jpg,generated,cold,,,
130,Jekabpils Paper,"Jekabpils, Latvia",Jekabpils,56.54703,25.87775,Kaspars Kalns,CEO,+371 63355447,jekabpils.paper@company.lv,1181.25,826875,docs/images/Jekabpils_Paper_sat.jpg,generated,cold,,,
131,Ogre Aluminum,"Ogre, Latvia",Ogre,56.78787,24.63118,Janis Ozols,Owner,+371 67796692,ogre.aluminum@company.lv,1181.25,826875,docs/images/Ogre_Aluminum_sat.jpg,generated,cold,,,
132,Ventspils Construction,"Ventspils, Latvia",Ventspils,57.39461,21.57728,Andris Kurmis,Owner,+371 65097208,ventspils.construction@company.lv,1181.25,826875,docs/images/Ventspils_Construction_sat.jpg,generated,cold,,,
133,Liepaja Food,"Liepaja, Latvia",Liepaja,56.46836,21.03674,Armands Kurmis,Managing Director,+371 65605312,liepaja.food@company.lv,1181.25,826875,,generated,cold,,,
134,Ogre Glass,"Ogre, Latvia",Ogre,56.83797,24.60259,Andris Berzins,CEO,+371 65058918,ogre.glass@company.lv,1181.25,826875,,generated,cold,,,
135,Riga Beverage,"Riga, Latvia",Riga,56.97029,24.10621,Gints Siliņš,Operations Manager,+371 68287073,riga.beverage@company.lv,1181.25,826875,,generated,cold,,,
136,Ventspils Food,"Ventspils, Latvia",Ventspils,57.38211,21.58359,Andris Siliņš,Owner,+371 63504586,ventspils.food@company.lv,1460.2,1022140,,generated,cold,,,
137,Valmiera Machinery,"Valmiera, Latvia",Valmiera,57.52999,25.45508,Andris Ozols,Production Director,+371 62324845,valmiera.machinery@company.lv,1181.25,826875,,generated,cold,,,
138,Ventspils Metal,"Ventspils, Latvia",Ventspils,57.36757,21.58288,Valdis Zariņš,CEO,+371 68883158,ventspils.metal@company.lv,1181.25,826875,,generated,cold,,,
139,Jelgava Food,"Jelgava, Latvia",Jelgava,56.66932,23.72652,Maris Siliņš,CEO,+371 64337091,jelgava.food@company.lv,1181.25,826875,,generated,cold,,,
140,Liepaja Leather,"Liepaja, Latvia",Liepaja,56.49656,21.04684,Peteris Vitols,CEO,+371 67381138,liepaja.leather@company.lv,1181.25,826875,,generated,cold,,,
141,Jekabpils Food,"Jekabpils, Latvia",Jekabpils,56.51522,25.90498,Gints Siliņš,Operations Manager,+371 64777886,jekabpils.food@company.lv,1547.0,1082900,,generated,cold,,,
142,Liepaja Metal,"Liepaja, Latvia",Liepaja,56.49297,21.01079,Janis Ozols,CEO,+371 63497935,liepaja.metal@company.lv,2653.7,1857589,,generated,cold,,,
143,Daugavpils Electronics,"Daugavpils, Latvia",Daugavpils,55.82695,26.50371,Armands Siliņš,CEO,+371 68111478,daugavpils.electronics@company.lv,1181.25,826875,,generated,cold,,,
144,Daugavpils Rubber,"Daugavpils, Latvia",Daugavpils,55.88699,26.46864,Juris Berzins,Production Director,+371 62014187,daugavpils.rubber@company.lv,1181.25,826875,,generated,cold,,,
145,Ogre Marble,"Ogre, Latvia",Ogre,56.84146,24.61391,Kaspars Ozols,CEO,+371 66254051,ogre.marble@company.lv,1181.25,826875,,generated,cold,,,
146,Daugavpils Steel,"Daugavpils, Latvia",Daugavpils,55.83215,26.51715,Juris Siliņš,CEO,+371 65375579,daugavpils.steel@company.lv,3078.95,2155265,,generated,cold,,,
147,Kekava Beverage,"Kekava, Latvia",Kekava,56.82407,24.20114,Juris Kurmis,Managing Director,+371 63609271,kekava.beverage@company.lv,1181.25,826875,,generated,cold,,,
148,Daugavpils Food,"Daugavpils, Latvia",Daugavpils,55.91214,26.5321,Aivars Staņa,Operations Manager,+371 67492068,daugavpils.food@company.lv,1710.1,1197070,,generated,cold,,,
149,Kekava Automotive,"Kekava, Latvia",Kekava,56.87092,24.23807,Maris Kurmis,Production Director,+371 68658335,kekava.automotive@company.lv,1181.25,826875,,generated,cold,,,
150,Valmiera Beverage,"Valmiera, Latvia",Valmiera,57.54786,25.43529,Maris Vitols,Managing Director,+371 68765939,valmiera.beverage@company.lv,1347.85,943494,,generated,cold,,,
151,Valmiera Packaging,"Valmiera, Latvia",Valmiera,57.53952,25.45971,Armands Jansons,Production Director,+371 66147136,valmiera.packaging@company.lv,1181.25,826875,,generated,cold,,,
152,Ogre Concrete,"Ogre, Latvia",Ogre,56.83166,24.58788,Andris Kurmis,Production Director,+371 62421262,ogre.concrete@company.lv,1181.25,826875,,generated,cold,,,
153,Jelgava Automotive,"Jelgava, Latvia",Jelgava,56.65728,23.69429,Andris Eglitis,Production Director,+371 64174256,jelgava.automotive@company.lv,1187.9,831530,,generated,cold,,,
154,Kekava Furniture,"Kekava, Latvia",Kekava,56.86777,24.19083,Maris Vitols,Operations Manager,+371 66065094,kekava.furniture@company.lv,2597.35,1818145,,generated,cold,,,
155,Riga Leather,"Riga, Latvia",Riga,56.97572,24.08628,Kaspars Kurmis,Owner,+371 63160765,riga.leather@company.lv,1181.25,826875,,generated,cold,,,
156,Valmiera Food,"Valmiera, Latvia",Valmiera,57.58686,25.45535,Aivars Zariņš,Operations Manager,+371 65908456,valmiera.food@company.lv,3127.95,2189565,,generated,cold,,,
157,Cesis Plastics,"Cesis, Latvia",Cesis,57.29519,25.30464,Aivars Siliņš,Operations Manager,+371 68270615,cesis.plastics@company.lv,3061.8,2143260,,generated,cold,,,
158,Valmiera Aluminum,"Valmiera, Latvia",Valmiera,57.52366,25.40563,Armands Kurmis,Owner,+371 65305281,valmiera.aluminum@company.lv,1252.65,876855,,generated,cold,,,
159,Jelgava Paper 0,"Jelgava, Latvia",Jelgava,56.61493,23.71633,Janis Vitols,Owner,+371 68450473,jelgava.paper.0@company.lv,2454.9,1718430,,unknown,cold,,,
160,Jekabpils Automotive 1,"Jekabpils, Latvia",Jekabpils,56.53271,25.89489,Aivars Vitols,Owner,+371 62320056,jekabpils.automotive.1@company.lv,1659.7,1161790,,unknown,cold,,,
161,Kekava Metal 2,"Kekava, Latvia",Kekava,56.81056,24.21776,Aivars Zarins,CEO,+371 62435382,kekava.metal.2@company.lv,875.0,612500,,unknown,cold,,,
162,Kekava Printing 3,"Kekava, Latvia",Kekava,56.86048,24.27154,Andris Kalns,CEO,+371 66705690,kekava.printing.3@company.lv,875.0,612500,,unknown,cold,,,
163,Liepaja Wood 4,"Liepaja, Latvia",Liepaja,56.52191,21.00519,Kaspars Jansons,Managing Director,+371 62014013,liepaja.wood.4@company.lv,875.0,612500,,unknown,cold,,,
164,Riga Beverage 5,"Riga, Latvia",Riga,56.97012,24.08833,Aivars Ozols,Operations Manager,+371 62586170,riga.beverage.5@company.lv,1045.8,732060,,unknown,cold,,,
165,Jelgava Plastics 6,"Jelgava, Latvia",Jelgava,56.69708,23.70717,Janis Zarins,Operations Manager,+371 62855946,jelgava.plastics.6@company.lv,2436.35,1705445,,unknown,cold,,,
166,Cesis Plastics 7,"Cesis, Latvia",Cesis,57.32811,25.28537,Janis Ozols,Managing Director,+371 63059059,cesis.plastics.7@company.lv,875.0,612500,,unknown,cold,,,
167,Jekabpils Electronics 8,"Jekabpils, Latvia",Jekabpils,56.46555,25.84384,Janis Vitols,Operations Manager,+371 66810095,jekabpils.electronics.8@company.lv,875.0,612500,,unknown,cold,,,
168,Riga Furniture 9,"Riga, Latvia",Riga,56.93075,24.08799,Valdis Vitols,Operations Manager,+371 62308225,riga.furniture.9@company.lv,1259.65,881755,,unknown,cold,,,
169,Liepaja Wood 10,"Liepaja, Latvia",Liepaja,56.45918,21.00013,Juris Zarins,Operations Manager,+371 63735288,liepaja.wood.10@company.lv,875.0,612500,,unknown,cold,,,
170,Ventspils Paper 11,"Ventspils, Latvia",Ventspils,57.36589,21.50325,Kaspars Berzins,Operations Manager,+371 68453180,ventspils.paper.11@company.lv,2622.55,1835785,,unknown,cold,,,
171,Ogre Machinery 12,"Ogre, Latvia",Ogre,56.84684,24.62004,Aivars Eglitis,Operations Manager,+371 65141715,ogre.machinery.12@company.lv,1073.8,751660,,unknown,cold,,,
172,Ogre Machinery 13,"Ogre, Latvia",Ogre,56.83625,24.64313,Janis Kalns,Owner,+371 66084456,ogre.machinery.13@company.lv,875.0,612500,,unknown,cold,,,
173,Jelgava Wood 14,"Jelgava, Latvia",Jelgava,56.64378,23.69912,Juris Kalns,CEO,+371 64826257,jelgava.wood.14@company.lv,875.0,612500,,unknown,cold,,,
174,Riga Automotive 15,"Riga, Latvia",Riga,56.97952,24.06984,Aivars Ozols,Operations Manager,+371 65251891,riga.automotive.15@company.lv,875.0,612500,,unknown,cold,,,
175,Daugavpils Automotive 16,"Daugavpils, Latvia",Daugavpils,55.88565,26.47057,Kaspars Berzins,Managing Director,+371 66917416,daugavpils.automotive.16@company.lv,875.0,612500,,unknown,cold,,,
176,Kekava Machinery 17,"Kekava, Latvia",Kekava,56.86311,24.24347,Peteris Zarins,Owner,+371 64952065,kekava.machinery.17@company.lv,999.25,699475,,unknown,cold,,,
177,Riga Automotive 18,"Riga, Latvia",Riga,56.9305,24.10077,Maris Silins,Owner,+371 67358649,riga.automotive.18@company.lv,2453.5,1717450,,unknown,cold,,,
178,Ventspils Food 19,"Ventspils, Latvia",Ventspils,57.39758,21.55351,Juris Eglitis,Managing Director,+371 66564829,ventspils.food.19@company.lv,875.0,612500,,unknown,cold,,,
179,Kekava Furniture 20,"Kekava, Latvia",Kekava,56.83927,24.1974,Valdis Kalns,Managing Director,+371 66499481,kekava.furniture.20@company.lv,875.0,612500,,unknown,cold,,,
180,Daugavpils Chemical 21,"Daugavpils, Latvia",Daugavpils,55.90353,26.4792,Valdis Silins,Operations Manager,+371 62370188,daugavpils.chemical.21@company.lv,875.0,612500,,unknown,cold,,,
181,Jekabpils Plastics 22,"Jekabpils, Latvia",Jekabpils,56.49742,25.8835,Janis Kalns,Operations Manager,+371 63620485,jekabpils.plastics.22@company.lv,1604.05,1122835,,unknown,cold,,,
182,Valmiera Textiles 23,"Valmiera, Latvia",Valmiera,57.49393,25.39527,Janis Vitols,CEO,+371 67745914,valmiera.textiles.23@company.lv,875.0,612500,,unknown,cold,,,
183,Valmiera Electronics 24,"Valmiera, Latvia",Valmiera,57.49345,25.42657,Juris Silins,Operations Manager,+371 62002980,valmiera.electronics.24@company.lv,875.0,612500,,unknown,cold,,,
184,Daugavpils Printing 25,"Daugavpils, Latvia",Daugavpils,55.85757,26.55445,Peteris Ozols,CEO,+371 67931186,daugavpils.printing.25@company.lv,1660.4,1162280,,unknown,cold,,,
185,Daugavpils Glass 26,"Daugavpils, Latvia",Daugavpils,55.913,26.47179,Peteris Ozols,Operations Manager,+371 62071816,daugavpils.glass.26@company.lv,2388.4,1671880,,unknown,cold,,,
186,Riga Printing 27,"Riga, Latvia",Riga,56.90255,24.1213,Aivars Ozols,Operations Manager,+371 62244417,riga.printing.27@company.lv,875.0,612500,,unknown,cold,,,
187,Kekava Printing 28,"Kekava, Latvia",Kekava,56.85845,24.24868,Kaspars Vitols,Operations Manager,+371 62277085,kekava.printing.28@company.lv,875.0,612500,,unknown,cold,,,
188,Cesis Food 29,"Cesis, Latvia",Cesis,57.31662,25.27065,Kaspars Silins,CEO,+371 62199583,cesis.food.29@company.lv,1174.95,822465,,unknown,cold,,,
189,Ogre Paper 30,"Ogre, Latvia",Ogre,56.83223,24.59902,Andris Silins,Owner,+371 68020654,ogre.paper.30@company.lv,875.0,612500,,unknown,cold,,,
190,Daugavpils Paper 31,"Daugavpils, Latvia",Daugavpils,55.86807,26.54931,Andris Zarins,Managing Director,+371 68242080,daugavpils.paper.31@company.lv,875.0,612500,,unknown,cold,,,
191,Jekabpils Plastics 32,"Jekabpils, Latvia",Jekabpils,56.50225,25.90033,Peteris Berzins,Operations Manager,+371 66509181,jekabpils.plastics.32@company.lv,875.0,612500,,unknown,cold,,,
192,Valmiera Textiles 33,"Valmiera, Latvia",Valmiera,57.52616,25.40004,Juris Kalns,CEO,+371 68510675,valmiera.textiles.33@company.lv,2039.8,1427860,,unknown,cold,,,
193,Cesis Printing 34,"Cesis, Latvia",Cesis,57.31503,25.25629,Aivars Zarins,Managing Director,+371 66487238,cesis.printing.34@company.lv,875.0,612500,,unknown,cold,,,
194,Valmiera Metal 35,"Valmiera, Latvia",Valmiera,57.50806,25.45939,Kaspars Ozols,Managing Director,+371 68729984,valmiera.metal.35@company.lv,1219.75,853825,,unknown,cold,,,
195,Riga Food 36,"Riga, Latvia",Riga,56.99119,24.13154,Aivars Silins,Owner,+371 68218981,riga.food.36@company.lv,1259.3,881510,,unknown,cold,,,
196,Kekava Automotive 37,"Kekava, Latvia",Kekava,56.84724,24.23434,Andris Eglitis,Owner,+371 64932151,kekava.automotive.37@company.lv,1462.3,1023610,,unknown,cold,,,
197,Cesis Glass 38,"Cesis, Latvia",Cesis,57.26415,25.28561,Valdis Eglitis,CEO,+371 65598786,cesis.glass.38@company.lv,875.0,612500,,unknown,cold,,,
198,Liepaja Chemical 39,"Liepaja, Latvia",Liepaja,56.55393,21.02242,Janis Kalns,CEO,+371 66335589,liepaja.chemical.39@company.lv,875.0,612500,,unknown,cold,,,
199,Ventspils Printing 40,"Ventspils, Latvia",Ventspils,57.4095,21.59562,Andris Zarins,Owner,+371 66575631,ventspils.printing.40@company.lv,875.0,612500,,unknown,cold,,,
200,Cesis Glass 41,"Cesis, Latvia",Cesis,57.27654,25.27056,Kaspars Jansons,CEO,+371 62778940,cesis.glass.41@company.lv,1233.4,863380,,unknown,cold,,,
201,Liepaja Wood 42,"Liepaja, Latvia",Liepaja,56.51228,21.01409,Juris Jansons,Managing Director,+371 64701611,liepaja.wood.42@company.lv,1143.1,800169,,unknown,cold,,,
202,Daugavpils Furniture 43,"Daugavpils, Latvia",Daugavpils,55.90972,26.49517,Juris Silins,Owner,+371 66198895,daugavpils.furniture.43@company.lv,875.0,612500,,unknown,cold,,,
203,Ogre Construction 44,"Ogre, Latvia",Ogre,56.80503,24.56654,Peteris Jansons,Managing Director,+371 68359530,ogre.construction.44@company.lv,1690.15,1183105,,unknown,cold,,,
204,Ogre Electronics 45,"Ogre, Latvia",Ogre,56.80311,24.61737,Janis Jansons,CEO,+371 66736413,ogre.electronics.45@company.lv,2625.0,1837500,,unknown,cold,,,
205,Riga Plastics 46,"Riga, Latvia",Riga,56.91487,24.08574,Maris Ozols,CEO,+371 62702469,riga.plastics.46@company.lv,875.0,612500,,unknown,cold,,,
206,Riga Glass 47,"Riga, Latvia",Riga,56.94492,24.0668,Kaspars Kalns,Managing Director,+371 68594117,riga.glass.47@company.lv,2621.15,1834805,,unknown,cold,,,
207,Liepaja Glass 48,"Liepaja, Latvia",Liepaja,56.54972,20.98107,Valdis Eglitis,Operations Manager,+371 68517566,liepaja.glass.48@company.lv,875.0,612500,,unknown,cold,,,
208,Riga Chemical 49,"Riga, Latvia",Riga,56.98328,24.10563,Janis Vitols,Operations Manager,+371 64856503,riga.chemical.49@company.lv,875.0,612500,,unknown,cold,,,
209,Daugavpils Printing 0,"Daugavpils, Latvia",Daugavpils,55.83477,26.50932,Aivars Jansons,Managing Director,+371 67114961,daugavpils.printing.0@company.lv,2585.8,1810060,,unknown,cold,,,
210,Ventspils Plastics 1,"Ventspils, Latvia",Ventspils,57.40549,21.58352,Janis Eglitis,CEO,+371 67836643,ventspils.plastics.1@company.lv,2382.8,1667960,,unknown,cold,,,
211,Cesis Automotive 2,"Cesis, Latvia",Cesis,57.27942,25.25709,Peteris Berzins,CEO,+371 65865147,cesis.automotive.2@company.lv,1337.7,936390,,unknown,cold,,,
212,Kekava Food 3,"Kekava, Latvia",Kekava,56.87804,24.26828,Kaspars Silins,CEO,+371 65008746,kekava.food.3@company.lv,875.0,612500,,unknown,cold,,,
213,Ventspils Metal 4,"Ventspils, Latvia",Ventspils,57.40478,21.53364,Maris Eglitis,CEO,+371 68807023,ventspils.metal.4@company.lv,2388.4,1671880,,unknown,cold,,,
214,Valmiera Furniture 5,"Valmiera, Latvia",Valmiera,57.51431,25.41006,Maris Kalns,Operations Manager,+371 68761958,valmiera.furniture.5@company.lv,875.0,612500,,unknown,cold,,,
215,Jelgava Construction 6,"Jelgava, Latvia",Jelgava,56.66085,23.7684,Janis Silins,Operations Manager,+371 66198286,jelgava.construction.6@company.lv,1591.8,1114260,,unknown,cold,,,
216,Cesis Textiles 7,"Cesis, Latvia",Cesis,57.34565,25.23643,Juris Kalns,Operations Manager,+371 65091346,cesis.textiles.7@company.lv,875.0,612500,,unknown,cold,,,
217,Valmiera Construction 8,"Valmiera, Latvia",Valmiera,57.51442,25.41244,Peteris Vitols,Owner,+371 64226471,valmiera.construction.8@company.lv,875.0,612500,,unknown,cold,,,
218,Liepaja Furniture 9,"Liepaja, Latvia",Liepaja,56.51923,20.98196,Kaspars Berzins,Operations Manager,+371 62432885,liepaja.furniture.9@company.lv,875.0,612500,,unknown,cold,,,
219,Riga Paper 10,"Riga, Latvia",Riga,56.91316,24.13211,Aivars Vitols,Owner,+371 65905300,riga.paper.10@company.lv,875.0,612500,,unknown,cold,,,
220,Cesis Printing 11,"Cesis, Latvia",Cesis,57.36175,25.2486,Kaspars Jansons,Operations Manager,+371 64230650,cesis.printing.11@company.lv,1210.3,847210,,unknown,cold,,,
221,Jelgava Construction 12,"Jelgava, Latvia",Jelgava,56.65734,23.68289,Valdis Zarins,Managing Director,+371 67792067,jelgava.construction.12@company.lv,972.65,680855,,unknown,cold,,,
222,Liepaja Chemical 13,"Liepaja, Latvia",Liepaja,56.46151,20.98637,Valdis Vitols,CEO,+371 62409100,liepaja.chemical.13@company.lv,875.0,612500,,unknown,cold,,,
223,Jekabpils Automotive 14,"Jekabpils, Latvia",Jekabpils,56.47926,25.81426,Andris Ozols,Owner,+371 65591330,jekabpils.automotive.14@company.lv,875.0,612500,,unknown,cold,,,
224,Daugavpils Electronics 15,"Daugavpils, Latvia",Daugavpils,55.89719,26.48968,Valdis Kalns,Operations Manager,+371 66488791,daugavpils.electronics.15@company.lv,2283.75,1598625,,unknown,cold,,,
225,Kekava Paper 16,"Kekava, Latvia",Kekava,56.86834,24.19337,Janis Eglitis,Managing Director,+371 64733352,kekava.paper.16@company.lv,891.45,624015,,unknown,cold,,,
226,Valmiera Automotive 17,"Valmiera, Latvia",Valmiera,57.54621,25.438,Kaspars Jansons,Owner,+371 65887333,valmiera.automotive.17@company.lv,875.0,612500,,unknown,cold,,,
227,Valmiera Metal 18,"Valmiera, Latvia",Valmiera,57.49091,25.41687,Juris Berzins,CEO,+371 68122377,valmiera.metal.18@company.lv,875.0,612500,,unknown,cold,,,
228,Cesis Furniture 19,"Cesis, Latvia",Cesis,57.33877,25.2363,Aivars Jansons,Owner,+371 64125354,cesis.furniture.19@company.lv,2618.0,1832600,,unknown,cold,,,
229,Riga Food 20,"Riga, Latvia",Riga,56.90298,24.15477,Juris Kalns,Operations Manager,+371 64999981,riga.food.20@company.lv,2593.85,1815695,,unknown,cold,,,
230,Daugavpils Beverage 21,"Daugavpils, Latvia",Daugavpils,55.83645,26.50774,Aivars Berzins,Owner,+371 66167541,daugavpils.beverage.21@company.lv,1360.45,952315,,unknown,cold,,,
231,Ventspils Textiles 23,"Ventspils, Latvia",Ventspils,57.34493,21.58864,Andris Jansons,CEO,+371 66192950,ventspils.textiles.23@company.lv,875.0,612500,,unknown,cold,,,
232,Jekabpils Plastics 24,"Jekabpils, Latvia",Jekabpils,56.48332,25.85477,Valdis Jansons,CEO,+371 66427594,jekabpils.plastics.24@company.lv,875.0,612500,,unknown,cold,,,
233,Ventspils Textiles 25,"Ventspils, Latvia",Ventspils,57.4228,21.51417,Peteris Ozols,Operations Manager,+371 67141053,ventspils.textiles.25@company.lv,2325.4,1627780,,unknown,cold,,,
234,Cesis Plastics 26,"Cesis, Latvia",Cesis,57.33986,25.23925,Juris Jansons,Owner,+371 67330859,cesis.plastics.26@company.lv,875.0,612500,,unknown,cold,,,
235,Cesis Electronics 27,"Cesis, Latvia",Cesis,57.32531,25.22355,Aivars Silins,Operations Manager,+371 62930699,cesis.electronics.27@company.lv,875.0,612500,,unknown,cold,,,
236,Riga Plastics 28,"Riga, Latvia",Riga,56.97472,24.0919,Janis Silins,Operations Manager,+371 66339355,riga.plastics.28@company.lv,2181.2,1526839,,unknown,cold,,,
237,Ogre Food 29,"Ogre, Latvia",Ogre,56.84154,24.57476,Kaspars Kalns,Operations Manager,+371 63128775,ogre.food.29@company.lv,2481.5,1737050,,unknown,cold,,,
238,Jekabpils Food 30,"Jekabpils, Latvia",Jekabpils,56.52689,25.8319,Maris Jansons,Managing Director,+371 62315048,jekabpils.food.30@company.lv,875.0,612500,,unknown,cold,,,
239,Valmiera Furniture 31,"Valmiera, Latvia",Valmiera,57.56065,25.37868,Maris Jansons,Owner,+371 65386067,valmiera.furniture.31@company.lv,875.0,612500,,unknown,cold,,,
240,Jelgava Automotive 32,"Jelgava, Latvia",Jelgava,56.60776,23.71227,Janis Berzins,Operations Manager,+371 67504717,jelgava.automotive.32@company.lv,875.0,612500,,unknown,cold,,,
241,Ogre Machinery 33,"Ogre, Latvia",Ogre,56.82192,24.58352,Kaspars Berzins,Owner,+371 64068056,ogre.machinery.33@company.lv,1756.3,1229410,,unknown,cold,,,
242,Jelgava Electronics 34,"Jelgava, Latvia",Jelgava,56.60354,23.73976,Aivars Vitols,Managing Director,+371 64551685,jelgava.electronics.34@company.lv,875.0,612500,,unknown,cold,,,
243,Cesis Construction 35,"Cesis, Latvia",Cesis,57.31526,25.30392,Peteris Vitols,CEO,+371 63778478,cesis.construction.35@company.lv,885.5,619850,,unknown,cold,,,
244,Ventspils Construction 37,"Ventspils, Latvia",Ventspils,57.38426,21.51578,Maris Silins,Managing Director,+371 66282831,ventspils.construction.37@company.lv,1383.2,968240,,unknown,cold,,,
245,Kekava Construction 38,"Kekava, Latvia",Kekava,56.78166,24.28249,Aivars Silins,Managing Director,+371 65272285,kekava.construction.38@company.lv,2118.2,1482739,,unknown,cold,,,
246,Valmiera Beverage 39,"Valmiera, Latvia",Valmiera,57.56282,25.43013,Peteris Eglitis,Owner,+371 64405733,valmiera.beverage.39@company.lv,1338.4,936880,,unknown,cold,,,
247,Ventspils Chemical 40,"Ventspils, Latvia",Ventspils,57.34806,21.52892,Andris Eglitis,Owner,+371 63056786,ventspils.chemical.40@company.lv,875.0,612500,,unknown,cold,,,
248,Kekava Textiles 41,"Kekava, Latvia",Kekava,56.7904,24.21458,Peteris Eglitis,CEO,+371 66628835,kekava.textiles.41@company.lv,875.0,612500,,unknown,cold,,,
249,Jelgava Construction 42,"Jelgava, Latvia",Jelgava,56.62259,23.71848,Janis Eglitis,CEO,+371 64422265,jelgava.construction.42@company.lv,875.0,612500,,unknown,cold,,,
250,Kekava Construction 43,"Kekava, Latvia",Kekava,56.8258,24.25168,Kaspars Jansons,Operations Manager,+371 62396239,kekava.construction.43@company.lv,1868.65,1308055,,unknown,cold,,,
251,Daugavpils Chemical 44,"Daugavpils, Latvia",Daugavpils,55.84536,26.48866,Peteris Ozols,CEO,+371 68175160,daugavpils.chemical.44@company.lv,875.0,612500,,unknown,cold,,,
252,Ogre Beverage 45,"Ogre, Latvia",Ogre,56.78459,24.63728,Peteris Jansons,Operations Manager,+371 63508243,ogre.beverage.45@company.lv,1114.75,780325,,unknown,cold,,,
253,Valmiera Paper 46,"Valmiera, Latvia",Valmiera,57.58738,25.43603,Aivars Kalns,Operations Manager,+371 63179207,valmiera.paper.46@company.lv,875.0,612500,,unknown,cold,,,
254,Ogre Chemical 47,"Ogre, Latvia",Ogre,56.82719,24.6237,Janis Kalns,Owner,+371 64776840,ogre.chemical.47@company.lv,1525.3,1067710,,unknown,cold,,,
255,Riga Construction 48,"Riga, Latvia",Riga,56.99436,24.13255,Janis Ozols,Managing Director,+371 63837717,riga.construction.48@company.lv,875.0,612500,,unknown,cold,,,
256,Cesis Glass 49,"Cesis, Latvia",Cesis,57.30582,25.3041,Valdis Silins,Managing Director,+371 67547433,cesis.glass.49@company.lv,875.0,612500,,unknown,cold,,,
257,Jelgava Construction 0,"Jelgava, Latvia",Jelgava,56.68786,23.75695,Aivars Berzins,Owner,+371 63272530,jelgava.construction.0@company.lv,875.0,612500,,unknown,cold,,,
258,Daugavpils Metal 1,"Daugavpils, Latvia",Daugavpils,55.90962,26.47155,Peteris Eglitis,Owner,+371 63126839,daugavpils.metal.1@company.lv,875.0,612500,,unknown,cold,,,
259,Jekabpils Metal 2,"Jekabpils, Latvia",Jekabpils,56.50191,25.8306,Janis Zarins,Operations Manager,+371 68811704,jekabpils.metal.2@company.lv,875.0,612500,,unknown,cold,,,
260,Jekabpils Paper 3,"Jekabpils, Latvia",Jekabpils,56.46531,25.89543,Maris Jansons,Managing Director,+371 68583170,jekabpils.paper.3@company.lv,875.0,612500,,unknown,cold,,,
261,Jekabpils Construction 4,"Jekabpils, Latvia",Jekabpils,56.46134,25.86892,Aivars Zarins,Managing Director,+371 62749967,jekabpils.construction.4@company.lv,875.0,612500,,unknown,cold,,,
262,Jekabpils Construction 5,"Jekabpils, Latvia",Jekabpils,56.53035,25.88897,Janis Vitols,CEO,+371 67613274,jekabpils.construction.5@company.lv,875.0,612500,,unknown,cold,,,
263,Ogre Wood 6,"Ogre, Latvia",Ogre,56.85369,24.59884,Aivars Zarins,Managing Director,+371 68833797,ogre.wood.6@company.lv,875.0,612500,,unknown,cold,,,
264,Ogre Textiles 7,"Ogre, Latvia",Ogre,56.76524,24.65004,Janis Berzins,Owner,+371 62925500,ogre.textiles.7@company.lv,1004.5,703150,,unknown,cold,,,
265,Ogre Beverage 8,"Ogre, Latvia",Ogre,56.85613,24.5912,Maris Vitols,Managing Director,+371 63049535,ogre.beverage.8@company.lv,875.0,612500,,unknown,cold,,,
266,Jelgava Printing 9,"Jelgava, Latvia",Jelgava,56.64547,23.73511,Janis Vitols,Operations Manager,+371 66657192,jelgava.printing.9@company.lv,875.0,612500,,unknown,cold,,,
267,Ogre Paper 10,"Ogre, Latvia",Ogre,56.80074,24.60123,Kaspars Zarins,Managing Director,+371 65496927,ogre.paper.10@company.lv,1374.45,962115,,unknown,cold,,,
268,Daugavpils Chemical 11,"Daugavpils, Latvia",Daugavpils,55.83384,26.49841,Janis Vitols,CEO,+371 64629606,daugavpils.chemical.11@company.lv,2523.15,1766205,,unknown,cold,,,
269,Ogre Textiles 12,"Ogre, Latvia",Ogre,56.84026,24.60472,Janis Zarins,Owner,+371 67424107,ogre.textiles.12@company.lv,875.0,612500,,unknown,cold,,,
270,Ogre Metal 13,"Ogre, Latvia",Ogre,56.83006,24.5542,Juris Ozols,Operations Manager,+371 68036604,ogre.metal.13@company.lv,1325.1,927569,,unknown,cold,,,
271,Valmiera Beverage 14,"Valmiera, Latvia",Valmiera,57.58932,25.40383,Andris Zarins,Operations Manager,+371 62877601,valmiera.beverage.14@company.lv,2584.4,1809080,,unknown,cold,,,
